SUBJECT,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Trial 17,Trial 18,Trial 19,Trial 20,Trial 21,Trial 22,Trial 23,Trial 24,Trial 25,Trial 26,Trial 27,Trial 28,Trial 29,Trial 30,Trial 31,Trial 32,Trial 33,Trial 34,Trial 35,Trial 36,Trial 37,Trial 38,Trial 39,Trial 40,Trial 41,Trial 42,Trial 43,Trial 44,Trial 45,Trial 46,Trial 47,Trial 48,Trial 49,Trial 50
111,1.4661,5.7247,2.0944,5.3756,2.6529,0.19199,4.311,3.9095,2.8449,5.5327,2.6529,0.22689,4.1888,2.9671,3.927,4.7473,5.9167,2.2864,1.6057,3.6303,2.7053,2.5307,1.0472,2.2689,5.3407,NaN,5.3407,NaN,NaN,NaN,NaN,5.3407,NaN,5.3407,5.3407,5.3407,5.3407,5.3407,5.3407,5.3407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3407,NaN,NaN
112,5.2534,0.17453,1.9722,2.3213,3.9968,1.7628,6.2657,3.927,4.1713,1.2043,2.5656,0.15708,2.9322,0.15708,1.6057,4.2237,1.6755,0.61087,1.2217,5.6898,4.5902,3.8048,4.2586,0.31416,0.22689,NaN,0.22689,NaN,0.22689,0.22689,NaN,0.22689,0.22689,NaN,NaN,0.22689,0.22689,NaN,NaN,NaN,0.22689,0.22689,NaN,NaN,0.22689,0.22689,0.22689,NaN,0.22689,NaN
113,1.4835,0.034907,5.8992,5.1138,5.1487,5.9341,3.2463,2.7925,2.8274,3.927,3.4034,3.6826,5.1313,3.4732,6.2483,3.3685,0.99484,0.034907,2.0769,6.2308,2.9496,1.2217,3.0194,3.543,5.9865,NaN,5.9865,5.9865,5.9865,NaN,5.9865,5.9865,5.9865,5.9865,5.9865,5.9865,NaN,5.9865,NaN,NaN,NaN,NaN,5.9865,5.9865,5.9865,NaN,5.9865,NaN,5.9865,NaN
114,3.7176,1.2043,3.7525,0.75049,5.8119,6.2657,1.2043,1.5708,5.4454,3.7001,5.0615,0.47124,0.59341,6.0737,2.9147,1.2217,4.0317,3.0718,2.2689,3.5081,5.8469,2.2515,4.3633,4.6949,3.2987,NaN,NaN,NaN,3.2987,NaN,3.2987,3.2987,3.2987,NaN,NaN,3.2987,NaN,3.2987,NaN,3.2987,NaN,3.2987,NaN,3.2987,NaN,3.2987,3.2987,NaN,NaN,3.2987
115,2.1293,1.5533,3.8921,5.1662,5.2883,3.6128,3.7176,2.0769,1.9722,1.9199,3.0718,3.1416,5.777,3.194,5.6025,1.5359,5.4978,5.969,3.0543,1.3439,3.1765,5.777,5.969,2.426,4.5379,NaN,NaN,4.5379,4.5379,NaN,NaN,NaN,NaN,4.5379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5379,4.5379,4.5379,NaN,NaN,4.5379,4.5379,NaN
116,2.4609,4.8869,5.5501,1.9199,1.7802,2.1991,3.6826,0.90757,1.3265,5.044,3.8048,0.7854,1.2043,5.5327,0.12217,4.8695,3.8921,4.9567,5.3407,4.8346,5.9865,5.8469,4.8346,5.6549,2.1642,NaN,NaN,NaN,NaN,2.1642,2.1642,NaN,2.1642,NaN,NaN,NaN,2.1642,NaN,2.1642,NaN,2.1642,NaN,2.1642,2.1642,NaN,2.1642,2.1642,NaN,2.1642,NaN
117,3.8397,1.2566,4.9567,0.38397,4.5728,5.4454,4.1539,1.2043,6.2308,1.0821,4.8695,4.4157,1.9199,6.0388,4.3284,4.2062,3.2812,2.7751,0.36652,4.2586,4.9916,2.9496,0.017453,5.4803,0.5236,NaN,NaN,NaN,NaN,0.5236,0.5236,0.5236,NaN,NaN,NaN,0.5236,0.5236,NaN,NaN,NaN,0.5236,NaN,NaN,0.5236,NaN,0.5236,NaN,0.5236,0.5236,0.5236
118,4.2761,3.5081,0.29671,1.6232,2.3213,0.69813,3.3161,0.50615,0.47124,2.2864,3.6303,0.50615,4.2586,1.2915,2.1468,0.36652,2.6704,4.2237,6.2657,3.9444,3.3336,4.6251,1.1519,4.119,1.7977,NaN,NaN,1.7977,1.7977,NaN,1.7977,1.7977,1.7977,1.7977,1.7977,1.7977,NaN,1.7977,1.7977,1.7977,1.7977,1.7977,NaN,1.7977,1.7977,NaN,NaN,NaN,NaN,1.7977
119,3.543,2.5656,6.1087,1.1868,3.0543,3.9794,1.6232,4.0666,1.0123,2.5831,0.69813,1.117,3.5081,5.8643,3.543,1.0996,4.119,4.1713,3.7176,2.6878,0.85521,0.92502,6.0214,0.71558,2.8798,NaN,2.8798,2.8798,NaN,2.8798,2.8798,2.8798,NaN,2.8798,NaN,2.8798,2.8798,2.8798,NaN,NaN,2.8798,NaN,2.8798,NaN,2.8798,NaN,2.8798,NaN,2.8798,2.8798
120,0.13963,5.8643,3.8048,4.8171,6.161,6.161,5.969,6.0214,1.309,0.43633,3.8048,4.0492,6.2134,0.95993,2.6704,6.0563,5.8469,2.4609,4.119,0.99484,4.3808,6.161,5.4105,6.1087,1.3963,NaN,NaN,NaN,1.3963,1.3963,NaN,1.3963,1.3963,1.3963,NaN,1.3963,1.3963,1.3963,1.3963,NaN,1.3963,NaN,NaN,NaN,1.3963,1.3963,1.3963,1.3963,1.3963,1.3963
121,3.8397,1.9373,0.50615,5.2534,1.85,0.80285,1.7453,4.1713,4.2586,1.85,4.1539,2.618,2.8449,1.309,2.7227,1.4312,5.9516,2.3911,3.2289,5.7421,4.7124,2.3911,3.6477,4.9567,4.1015,NaN,NaN,4.1015,NaN,4.1015,NaN,4.1015,NaN,NaN,NaN,4.1015,NaN,4.1015,4.1015,NaN,NaN,4.1015,4.1015,NaN,4.1015,4.1015,NaN,NaN,NaN,NaN
122,0.90757,4.8171,3.2463,0.41888,4.8346,1.9548,5.5327,5.4978,1.0123,5.8469,3.5779,5.8119,1.0996,4.7997,3.1765,0.7854,1.7802,4.5728,2.3038,4.6077,3.5779,3.4383,3.4383,0.62832,1.6581,NaN,NaN,1.6581,1.6581,NaN,1.6581,NaN,NaN,NaN,1.6581,NaN,NaN,NaN,1.6581,NaN,1.6581,1.6581,1.6581,NaN,1.6581,1.6581,1.6581,1.6581,NaN,NaN
123,3.5081,2.0769,2.6529,5.3756,1.309,4.119,2.618,2.9671,1.2043,4.2412,1.7977,2.3213,3.2114,5.2011,0.24435,1.7802,3.0718,3.1067,1.501,0.17453,3.1765,4.0666,0.92502,0.66323,4.9916,NaN,4.9916,NaN,NaN,NaN,4.9916,4.9916,NaN,NaN,4.9916,NaN,NaN,NaN,NaN,NaN,NaN,4.9916,4.9916,4.9916,NaN,4.9916,NaN,NaN,4.9916,4.9916
124,4.9218,6.161,6.2483,4.3284,5.62,0.61087,4.0492,2.042,3.9095,3.1416,0.12217,3.1765,2.9671,2.8623,2.3387,2.4784,6.1436,2.9671,4.0841,2.9671,0.48869,3.4034,3.7525,5.4803,5.7945,NaN,NaN,5.7945,5.7945,5.7945,NaN,5.7945,5.7945,NaN,5.7945,5.7945,5.7945,NaN,5.7945,NaN,NaN,NaN,NaN,5.7945,NaN,5.7945,5.7945,NaN,5.7945,NaN
125,2.8798,4.119,6.0388,4.2412,2.1118,4.8695,3.0543,1.1694,3.8921,1.0821,0.13963,2.3038,4.7822,0.36652,0.10472,4.7997,4.6775,2.8623,5.0964,4.7298,1.5359,2.6354,4.2586,4.8346,4.0492,NaN,NaN,NaN,4.0492,4.0492,NaN,4.0492,4.0492,4.0492,NaN,NaN,NaN,4.0492,NaN,NaN,4.0492,4.0492,4.0492,NaN,NaN,4.0492,4.0492,NaN,4.0492,4.0492
126,4.9567,2.1293,4.3982,3.735,2.6878,6.161,4.5728,0.27925,1.2392,4.311,2.9671,1.2566,5.9516,5.7945,5.4629,3.8048,2.0246,1.693,2.0595,5.5152,0.83776,3.9968,2.5656,5.3407,5.1313,NaN,5.1313,NaN,NaN,5.1313,5.1313,NaN,5.1313,NaN,5.1313,NaN,5.1313,5.1313,NaN,NaN,NaN,5.1313,5.1313,5.1313,NaN,5.1313,NaN,NaN,5.1313,5.1313
127,3.4383,0.69813,0.87266,5.5152,6.1261,3.8397,4.1539,3.2463,0.8203,1.3265,5.4105,3.3161,3.2463,2.3562,1.1519,4.8171,1.3614,4.2237,4.7647,2.3038,0.17453,4.1888,5.1662,2.2515,1.5359,NaN,NaN,NaN,1.5359,NaN,1.5359,1.5359,1.5359,NaN,1.5359,1.5359,1.5359,NaN,NaN,NaN,1.5359,1.5359,NaN,1.5359,NaN,1.5359,1.5359,1.5359,NaN,1.5359
128,5.236,5.8818,4.1364,3.0369,4.119,0.12217,0.087266,3.7874,1.9199,2.5656,5.9865,5.9865,3.9444,2.1817,2.5656,2.6005,3.6128,4.5029,4.1015,2.3213,6.0214,2.1118,2.3736,0.087266,2.2864,NaN,NaN,NaN,2.2864,NaN,2.2864,2.2864,NaN,2.2864,2.2864,2.2864,NaN,NaN,NaN,NaN,NaN,NaN,2.2864,2.2864,NaN,2.2864,NaN,2.2864,2.2864,NaN
129,1.6232,0.73304,6.1959,4.2412,2.042,4.5204,2.9671,2.2689,2.3387,5.3233,0.47124,2.426,2.1642,0.47124,2.0944,0.90757,4.6077,2.9845,5.428,5.6549,1.6057,1.4661,0.69813,5.9516,1.5882,NaN,NaN,1.5882,1.5882,NaN,NaN,1.5882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5882,NaN,1.5882,NaN,NaN,1.5882,NaN,NaN,1.5882,NaN,1.5882
130,5.6025,1.7104,1.5184,5.4454,0.47124,1.5184,1.2566,3.2463,3.0892,3.543,3.6826,1.1345,6.0912,0.10472,3.735,4.2237,4.2412,3.3859,3.159,1.2043,3.5256,5.1313,5.9865,0.59341,3.9794,NaN,3.9794,3.9794,NaN,NaN,3.9794,3.9794,NaN,NaN,3.9794,3.9794,3.9794,3.9794,NaN,3.9794,NaN,NaN,3.9794,NaN,NaN,NaN,NaN,3.9794,NaN,3.9794
131,4.1539,1.0996,3.8572,3.0892,3.0718,6.0388,1.501,4.8346,2.8274,5.4978,0.24435,3.7699,3.6128,5.4454,0.68068,0.59341,1.8326,2.234,3.6477,2.7053,3.4208,4.3808,0.8203,0.61087,3.4383,NaN,3.4383,3.4383,3.4383,3.4383,NaN,3.4383,3.4383,3.4383,3.4383,NaN,3.4383,NaN,NaN,NaN,3.4383,NaN,3.4383,NaN,3.4383,NaN,3.4383,NaN,3.4383,3.4383
132,5.3058,1.9373,2.8449,4.2412,2.0595,2.2515,4.8695,2.6878,4.9044,1.2217,4.2586,4.9044,5.9341,2.1468,5.7421,0.20944,4.1364,4.2062,2.9671,1.501,5.0789,4.1713,1.7628,5.8818,6.2134,NaN,NaN,NaN,NaN,NaN,NaN,6.2134,6.2134,NaN,6.2134,6.2134,NaN,NaN,6.2134,6.2134,6.2134,NaN,NaN,6.2134,NaN,NaN,NaN,NaN,6.2134,6.2134
133,5.4454,2.3562,4.4157,6.2483,4.4331,5.2534,3.0892,4.1713,5.7945,6.2657,5.0091,5.2011,2.7751,3.7176,1.9897,1.7453,3.159,0.017453,1.5708,3.6826,5.428,1.501,2.6354,0.85521,3.002,NaN,3.002,NaN,NaN,NaN,NaN,3.002,NaN,3.002,3.002,NaN,NaN,3.002,NaN,3.002,NaN,NaN,3.002,3.002,NaN,NaN,3.002,NaN,3.002,3.002
134,2.2166,4.2237,2.8274,6.2483,0.40143,3.9095,4.6949,1.3265,3.0543,2.8972,4.852,3.3859,2.8449,4.5728,5.5327,2.3387,3.2114,4.7298,1.3788,0.55851,1.9199,5.8643,0.99484,0.50615,0.8203,NaN,0.8203,0.8203,0.8203,NaN,NaN,0.8203,NaN,NaN,0.8203,0.8203,NaN,0.8203,0.8203,NaN,NaN,NaN,0.8203,0.8203,NaN,NaN,0.8203,NaN,0.8203,NaN
135,2.3911,1.0123,3.1241,1.2566,0.61087,3.1067,3.1241,3.5256,3.2638,5.8294,0.20944,0.12217,3.8048,6.161,0.13963,3.4383,6.2483,3.8572,1.3788,2.3562,3.4907,0.59341,0.85521,3.159,3.0194,NaN,3.0194,NaN,NaN,3.0194,NaN,NaN,3.0194,NaN,NaN,3.0194,3.0194,3.0194,NaN,3.0194,NaN,NaN,NaN,NaN,3.0194,3.0194,NaN,NaN,3.0194,3.0194
136,0.15708,1.693,3.1416,2.4435,0.43633,0.33161,0.24435,1.4312,0.47124,5.3058,3.6652,3.194,2.7751,3.5081,1.0472,3.8746,1.7104,2.4086,0.90757,0.17453,5.3058,3.8746,2.5307,2.5307,1.3265,NaN,NaN,NaN,1.3265,1.3265,1.3265,1.3265,NaN,NaN,1.3265,NaN,NaN,NaN,1.3265,NaN,1.3265,NaN,NaN,NaN,NaN,NaN,1.3265,1.3265,NaN,NaN
137,3.735,2.2689,2.7053,2.3911,1.4137,3.1416,2.1293,5.1836,2.618,4.119,2.9322,6.1785,4.5553,5.3931,5.969,3.5256,1.3439,3.927,5.2011,1.6581,5.62,1.9024,6.161,6.2134,4.8171,NaN,4.8171,4.8171,NaN,4.8171,NaN,4.8171,4.8171,4.8171,4.8171,NaN,NaN,NaN,NaN,NaN,NaN,4.8171,4.8171,NaN,4.8171,NaN,4.8171,4.8171,NaN,4.8171
138,2.1991,6.0214,2.4435,3.2638,2.3038,2.9147,5.4105,3.5605,4.7473,2.3038,3.7874,3.8572,4.1015,5.3582,1.501,2.8798,5.2709,0.15708,2.7751,2.1293,1.1868,5.3407,3.351,0.13963,2.9322,NaN,NaN,2.9322,NaN,NaN,2.9322,NaN,2.9322,2.9322,2.9322,2.9322,NaN,2.9322,NaN,NaN,NaN,NaN,NaN,2.9322,2.9322,NaN,2.9322,2.9322,NaN,NaN
139,5.4803,3.3336,1.6232,4.0666,1.0821,1.7104,3.4732,3.3161,4.8346,4.7822,3.7874,5.9341,4.8869,0.99484,3.543,3.4208,1.117,2.7576,0.57596,3.735,3.4383,2.7751,3.4034,1.2915,3.7001,NaN,NaN,NaN,3.7001,3.7001,NaN,NaN,3.7001,NaN,3.7001,NaN,NaN,NaN,3.7001,NaN,3.7001,NaN,NaN,3.7001,3.7001,NaN,3.7001,3.7001,NaN,3.7001
140,3.5256,1.2043,1.5359,2.2864,6.1087,3.8921,3.8921,1.2915,1.6232,3.7699,3.6652,2.7751,2.9147,1.6232,1.4137,4.8869,2.9671,0.34907,0.27925,0.22689,5.8643,4.1713,2.1642,5.0265,2.2166,NaN,2.2166,2.2166,2.2166,2.2166,2.2166,2.2166,2.2166,2.2166,2.2166,NaN,2.2166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2166,2.2166,2.2166,2.2166,NaN
141,2.6878,4.2761,2.7925,5.6549,2.8449,2.6005,0.71558,5.7072,4.2586,3.5605,0.22689,4.311,3.0194,5.8818,4.5379,4.7473,5.4454,4.311,1.9897,5.8294,0.087266,4.0841,3.4732,4.0492,4.311,NaN,4.311,NaN,NaN,4.311,NaN,4.311,NaN,4.311,NaN,4.311,4.311,NaN,NaN,NaN,NaN,4.311,4.311,4.311,4.311,NaN,NaN,NaN,4.311,4.311
142,4.7822,3.5605,6.2657,5.969,0.83776,2.9322,5.9167,0.38397,2.3562,5.8294,3.4558,4.9567,4.119,1.2217,1.4835,2.7751,0.89012,0.22689,3.7699,5.1487,2.234,0.50615,3.0194,1.8326,0.34907,NaN,0.34907,NaN,NaN,NaN,0.34907,NaN,NaN,NaN,0.34907,NaN,NaN,0.34907,0.34907,0.34907,0.34907,0.34907,0.34907,NaN,0.34907,0.34907,0.34907,NaN,NaN,NaN
143,1.6755,3.351,2.6878,2.4086,4.9044,0.54105,4.9916,4.3459,6.0388,5.0964,0.27925,0.29671,4.2062,0.10472,3.351,1.6232,5.0091,3.4208,0.71558,4.1713,1.4312,1.4312,3.4732,3.2812,4.7473,NaN,4.7473,NaN,NaN,NaN,4.7473,NaN,4.7473,4.7473,4.7473,NaN,4.7473,4.7473,4.7473,4.7473,4.7473,NaN,NaN,NaN,4.7473,NaN,4.7473,NaN,4.7473,NaN
144,6.161,0.61087,0.73304,5.5501,5.3756,3.7874,5.0265,1.4137,3.6128,0.95993,5.7072,4.4855,0.31416,2.8449,3.5256,1.7628,5.7945,3.6128,2.7925,4.5553,1.9024,0.50615,4.9916,0.19199,1.8151,NaN,NaN,NaN,1.8151,NaN,1.8151,NaN,NaN,1.8151,1.8151,1.8151,NaN,1.8151,1.8151,1.8151,NaN,NaN,1.8151,NaN,1.8151,1.8151,NaN,NaN,1.8151,NaN
145,5.7945,4.3982,4.9742,3.4907,5.6549,4.7647,3.351,5.8294,1.0297,2.8623,0.92502,4.3808,2.1642,3.2289,0.92502,4.3459,1.309,4.3808,3.0543,1.501,6.0214,4.4157,2.7925,1.2392,0.017453,NaN,0.017453,0.017453,NaN,0.017453,NaN,NaN,0.017453,0.017453,0.017453,0.017453,NaN,NaN,0.017453,0.017453,NaN,0.017453,0.017453,NaN,0.017453,0.017453,NaN,NaN,NaN,0.017453
146,3.6303,4.5029,5.7421,2.7925,5.6549,5.3931,4.5029,0.94248,0.99484,2.0595,4.3284,4.311,0.20944,2.4435,2.4435,2.5482,2.4784,5.2185,3.6652,6.1436,0.10472,1.6232,2.7053,4.2062,5.2011,NaN,NaN,NaN,NaN,5.2011,5.2011,5.2011,NaN,5.2011,5.2011,NaN,NaN,5.2011,NaN,5.2011,5.2011,NaN,NaN,NaN,5.2011,NaN,NaN,5.2011,5.2011,NaN
147,3.2638,0.24435,3.3685,3.7176,5.6025,5.8294,3.9095,5.7072,3.0718,5.6898,1.85,5.8643,3.8921,4.1713,2.7402,2.0769,2.8449,3.0194,3.7001,0.2618,1.117,1.3439,5.7072,0.33161,1.85,NaN,1.85,1.85,1.85,NaN,NaN,1.85,1.85,1.85,1.85,NaN,1.85,NaN,1.85,NaN,1.85,1.85,1.85,1.85,1.85,1.85,NaN,1.85,1.85,1.85
148,6.2832,5.8119,0.50615,0.22689,0.034907,6.0388,4.1539,1.3265,0.36652,4.7298,2.6704,4.7473,1.885,6.0563,5.7421,5.0789,4.9218,3.2463,1.9024,4.3633,4.0841,5.044,4.8695,0.8203,0.05236,NaN,NaN,NaN,0.05236,0.05236,NaN,0.05236,NaN,0.05236,0.05236,0.05236,NaN,NaN,NaN,0.05236,0.05236,0.05236,0.05236,0.05236,0.05236,NaN,NaN,0.05236,0.05236,0.05236
149,3.1067,2.7576,2.8798,4.1015,5.5327,3.2114,1.3265,1.1519,4.4506,1.7104,2.1118,2.1293,5.6898,2.6529,5.5327,2.81,5.62,5.969,4.9044,1.5708,4.9742,3.2812,4.3982,5.777,0.55851,NaN,NaN,NaN,NaN,0.55851,0.55851,0.55851,NaN,0.55851,NaN,NaN,0.55851,0.55851,NaN,0.55851,0.55851,NaN,0.55851,0.55851,0.55851,NaN,NaN,0.55851,0.55851,NaN
150,2.1991,4.8171,6.1785,5.236,6.0563,3.1067,3.2289,3.5081,2.9845,5.8643,5.777,3.194,3.4907,3.0892,3.002,1.9373,1.3439,1.117,6.2134,4.9218,1.2741,5.9865,2.5133,1.2741,4.9393,NaN,NaN,4.9393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9393,NaN,4.9393,NaN,4.9393,NaN,4.9393,4.9393,4.9393,NaN,4.9393,NaN,4.9393,4.9393,NaN
